SPR4484HA6,MBA8071P,KUL,PEK,1420563856,572
CKZ3132BR4,PME8178S,DEN,PEK,1420564409,1322
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
EZC9678QI6,JVY9791G,PVG,FCO,1420564561,1189
KKP5277HZ7,PME8178S,DEN,PEK,1420564409,1322
VZY2993ME1,MOO1786A,MAD,FRA,1420563408,184
HCA3158QA6,QHU1140O,CDG,LAS,1420564498,1133
CYJ0225CH1,GMO5938W,LHR,PEK,1420564317,1057
JJM4724RF7,SOH3431A,ORD,MIA,1420563649,250
UES9151GS5,YZO4444S,BKK,MIA,1420565330,2027
JJM4724RF7,XIL3623J,PEK,LAX,1420564414,1302
HCA3158QA6,SQU6245R,DEN,FRA,1420564460,1049
CYJ0225CH1,YZO4444S,BKK,MIA,1420565330,2027
SPR4484HA6,RPG3351U,HND,CAN,1420563569,374
WYU2010YH8,TMV7633W,CGK,DXB,1420563958,849
JJM4724RF7,QHU1140O,CDG,LAS,1420564498,1133
CKZ3132BR4,YZO4444S,BKK,MIA,1420565330,2027
PUD8209OG3,QHU1140O,CDG,LAS,1420564498,1133
PIT2755XC1,ULZ8130D,CAN,DFW,1420564983,1683
HGO4350KK1,JVY9791G,PVG,FCO,1420564561,1189
YMH6360YP0,WSK1289Z,CLT,DEN,1420563542,278
POP2875LH3,SOH3431A,ORD,MIA,1420563649,250
SPR4484HA6,DKZ3042O,MIA,SFO,1420563927,538
DAZ3029XA0,WSK1289Z,CLT,DEN,1420563542,278
DAZ3029XA0,BER7172M,KUL,LAS,1420565167,1848
HGO4350KK1,PME8178S,DEN,PEK,1420564409,1322
EZC9678QI6,SOH3431A,ORD,MIA,1420563649,250
SJD8775RZ4,ULZ8130D,CAN,DFW,1420564983,1683
DAZ3029XA0,MBA8071P,KUL,PEK,1420563856,572
UES9151GS5,DAU2617A,CGK,SFO,1420564986,1811
LLZ3798PE3,XXQ4064B,JFK,FRA,1420563917,802
JJM4724RF7,WSK1289Z,CLT,DEN,1420563542,278
UES9151GS5,ULZ8130D,CAN,DFW,1420564983,1683
UES9151GS5,KJR6646J,IAH,BKK,1420565203,1928
WBE6935NU3,KJR6646J,IAH,BKK,1420565203,1928
WBE6935NU3,BER7172M,KUL,LAS,1420565167,1848
LLZ3798PE3,MBA8071P,KUL,PEK,1420563856,572
EDV2089LK5,DAU2617A,CGK,SFO,1420564986,1811
SJD8775RZ4,ULZ8130D,CAN,DFW,1420564983,1683
POP2875LH3,RUM0422W,MUC,MAD,1420563539,194
VZY2993ME1,XOY7948U,ATL,LHR,1420564038,877
UES9151GS5,VDC9164W,FCO,LAS,1420564698,1276
WBE6935NU3,QHU1140O,CDG,LAS,1420564498,1133
CDC0302NN5,ULZ8130D,CAN,DFW,1420564983,1683
BWI0520BG6,QHU1140O,CDG,LAS,1420564498,1133
SPR4484HA6,FYL5866L,ATL,HKG,1420565140,1751
WTC9125IE5,VYU9214I,ORD,DXB,1420564716,1510
UES9151GS5,GMO5938W,LHR,PEK,1420564317,1057
HCA3158QA6,VYU9214I,ORD,DXB,1420564716,1510
BWI0520BG6,KJR6646J,IAH,BKK,1420565203,1928
HCA3158QA6,TMV7633W,CGK,DXB,1420563958,849
UES9151GS5,TMV7633W,CGK,DXB,1420563958,849
LLZ3798PE3,QHU1140O,CDG,LAS,1420564498,1133
KKP5277HZ7,VYW5940P,LAS,SIN,1420565203,1843
PUD8209OG3,ULZ8130D,CAN,DFW,1420564983,1683
ONL0812DH1,VYU9214I,ORD,DXB,1420564716,1510
JBE2302VO4,JVY9791G,PVG,FCO,1420564561,1189
EDV2089LK5,GMO5938W,LHR,PEK,1420564317,1057
HGO4350KK1,XXQ4064B,JFK,FRA,1420563917,802
KKP5277HZ7,HZT2506M,IAH,AMS,1420564324,1044
UES9151GS5,VDC9164W,FCO,LAS,1420564698,1276
EZC9678QI6,GMO5938W,LHR,PEK,1420564317,1057
HCA3158QA6,MOO1786A,MAD,FRA,1420563408,184
PIT2755XC1,XOY7948U,ATL,LHR,1420564038,877
SJD8775RZ4,VDC9164W,FCO,LAS,1420564698,1276
JJM4724RF7,DKZ3042O,MIA,SFO,1420563927,538
EDV2089LK5,WSK1289Z,CLT,DEN,1420563542,278
SPR4484HA6,VYW5940P,LAS,SIN,1420565203,1843
SPR4484HA6,VDC9164W,FCO,LAS,1420564698,1276
ONL0812DH1,BER7172M,KUL,LAS,1420565167,1848
WBE6935NU3,QHU1140O,CDG,LAS,1420564498,1133
WTC9125IE5,GMO5938W,LHR,PEK,1420564317,1057
HGO4350KK1,HZT2506M,IAH,AMS,1420564324,1044
JJM4724RF7,WPW9201U,DFW,PEK,1420564869,1452
XFG5747ZT9,SOH3431A,ORD,MIA,1420563649,250
XFG5747ZT9,SQU6245R,DEN,FRA,1420564460,1049
UES9151GS5,XOY7948U,ATL,LHR,1420564038,877
XFG5747ZT9,DAU2617A,CGK,SFO,1420564986,1811
IEG9308EA5,FYL5866L,ATL,HKG,1420565140,1751
IEG9308EA5,XOY7948U,ATL,LHR,1420564038,877
ONL0812DH1,ATT7791R,AMS,DEN,1420564394,1001
CYJ0225CH1,HUR0974O,DEN,PVG,1420564525,1398
CYJ0225CH1,HUR0974O,DEN,PVG,1420564525,1398
PUD8209OG3,HUR0974O,DEN,PVG,1420564525,1398
PAJ3974RK1,MOO1786A,MAD,FRA,1420563408,184
SPR4484HA6,GMO5938W,LHR,PEK,1420564317,1057
JJM4724RF7,FYL5866L,ATL,HKG,1420565140,1751
PIT2755XC1,ULZ8130D,CAN,DFW,1420564983,1683
HCA3158QA6,ULZ8130D,CAN,DFW,1420564983,1683
POP2875LH3,KJR6646J,IAH,BKK,1420565203,1928
WTC9125IE5,MBA8071P,KUL,PEK,1420563856,572
PUD8209OG3,DKZ3042O,MIA,SFO,1420563927,538
XFG5747ZT9,PME8178S,DEN,PEK,1420564409,1322
LLZ3798PE3,ULZ8130D,CAN,DFW,1420564983,1683
DAZ3029XA0,GMO5938W,LHR,PEK,1420564317,1057
JBE2302VO4,GMO5938W,LHR,PEK,1420564317,1057
MXU9187YC7,VDC9164W,FCO,LAS,1420564698,1276
MXU9187YC7,YZO4444S,BKK,MIA,1420565330,2027
BWI0520BG6,GMO5938W,LHR,PEK,1420564317,1057
CXN7304ER2,RPG3351U,HND,CAN,1420563569,374
JBE2302VO4,QHU1140O,CDG,LAS,1420564498,1133
WBE6935NU3,DAU2617A,CGK,SFO,1420564986,1811
CDC0302NN5,FYL5866L,ATL,HKG,1420565140,1751
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
PIT2755XC1,SQU6245R,DEN,FRA,1420564460,1049
BWI0520BG6,XXQ4064B,JFK,FRA,1420563917,802
JBE2302VO4,MOO1786A,MAD,FRA,1420563408,184
JJM4724RF7,XXQ4064B,JFK,FRA,1420563917,802
UES9151GS5,ATT7791R,AMS,DEN,1420564394,1001
KKP5277HZ7,SOH3431A,ORD,MIA,1420563649,250
MXU9187YC7,PME8178S,DEN,PEK,1420564409,1322
WYU2010YH8,PME8178S,DEN,PEK,1420564409,1322
JJM4724RF7,PME8178S,DEN,PEK,1420564409,1322
CKZ3132BR4,XIL3623J,PEK,LAX,1420564414,1302
POP2875LH3,JVY9791G,PVG,FCO,1420564561,1189
VZY2993ME1,ULZ8130D,CAN,DFW,1420564983,1683
BWI0520BG6,ATT7791R,AMS,DEN,1420564394,1001
WYU2010YH8,XOY7948U,ATL,LHR,1420564038,877
LLZ3798PE3,FYL5866L,ATL,HKG,1420565140,1751
HGO4350KK1,FYL5866L,ATL,HKG,1420565140,1751
LLZ3798PE3,DAU2617A,CGK,SFO,1420564986,1811
UES9151GS5,VYW5940P,LAS,SIN,1420565203,1843
XFG5747ZT9,XXQ4064B,JFK,FRA,1420563917,802
YMH6360YP0,FYL5866L,ATL,HKG,1420565140,1751
CYJ0225CH1,SQU6245R,DEN,FRA,1420564460,1049
IEG9308EA5,YZO4444S,BKK,MIA,1420565330,2027
SJD8775RZ4,MOO1786A,MAD,FRA,1420563408,184
CKZ3132BR4,FYL5866L,ATL,HKG,1420565140,1751
JJM4724RF7,WPW9201U,DFW,PEK,1420564869,1452
BWI0520BG6,YZO4444S,BKK,MIA,1420565330,2027
WYU2010YH8,XIL3623J,PEK,LAX,1420564414,1302
UMH6360YP0,XXQ4064B,JFK,FRA,1420563917,802
YMH6360YP0,XXQ4064B,JFK,FRA,1420563917,802
HGO4350KK1,BER7172M,KUL,LAS,1420565167,1848
WTC9125IE5,WPW9201U,DFW,PEK,1420564869,1452
DAZ3029XA0,ATT7791R,AMS,DEN,1420564394,1001
CXN7304ER2,SOH3431A,ORD,MIA,1420563649,250
POP2875LH3,RPG3351U,HND,CAN,1420563569,374
SPR4484HA6,GMO5938W,LHR,PEK,1420564317,1057
HCA3158QA6,DKZ3042O,MIA,SFO,1420563927,538
CXN7304ER2,GMO5938W,LHR,PEK,1420564317,1057
CXN7304ER2,DAU2617A,CGK,SFO,1420564986,1811
EZC9678QI6,RPG3351U,HND,CAN,1420563569,374
JBE2302VO4,HZT2506M,IAH,AMS,1420564324,1044
MXU9187YC7,ATT7791R,AMS,DEN,1420564394,1001
EDV2089LK5,PME8178S,DEN,PEK,1420564409,1322
YMH6360YP0,ATT7791R,AMS,DEN,1420564394,1001
UES9151GS5,JVY9791G,PVG,FCO,1420564561,1189
MXU9187YC7,RUM0422W,MUC,MAD,1420563539,194
EZC9678QI6,XOY7948U,ATL,LHR,1420564038,877
CKZ3132BR4,GMO5938W,LHR,PEK,1420564317,1057
POP2875LH3,RPG3351U,HND,CAN,1420563569,374
CKZ3132BR4,JVY9791G,PVG,FCO,1420564561,1189
BWI0520BG6,EWH6301Y,CAN,DFW,1420564967,1683
LLZ3798PE3,QHU1140O,CDG,LAS,1420564498,1133
LLZ3798PE3,JVY9791G,PVG,FCO,1420564561,1189
CDC0302NN5,HZT2506M,IAH,AMS,1420564324,1044
CYJ0225CH1,XXQ4064B,JFK,FRA,1420563917,802
PUD8209OG3,VDC9164W,FCO,LAS,1420564698,1276
LLZ3798PE3,YZO4444S,BKK,MIA,1420565330,2027
PIT2755XC1,VYW5940P,LAS,SIN,1420565203,1843
POP2875LH3,MOO1786A,MAD,FRA,1420563408,184
PUD8209OG3,BER7172M,KUL,LAS,1420565167,1848
POP2875LH3,FYL5866L,ATL,HKG,1420565140,1751
PIT2755XC1,WSK1289Z,CLT,DEN,1420563542,278
MXU9187YC7,SQU6245R,DEN,FRA,1420564460,1049
BWI0520BG6,EWH6301Y,CAN,DFW,1420564967,1683
IEG9308EA5,DKZ3042O,MIA,SFO,1420563927,538
HGO4350KK1,SQU6245R,DEN,FRA,1420564460,1049
CKZ3132BR4,FYL5866L,ATL,HKG,1420565140,1751
HCA3158QA6,ULZ8130D,CAN,DFW,1420564983,1683
BWI0520BG6,MOO1786A,MAD,FRA,1420563408,184
CXN7304ER2,WPW9201U,DFW,PEK,1420564869,1452
HCA3158QA6,PME8178S,DEN,PEK,1420564409,1322
CKZ3132BR4,XOY7948U,ATL,LHR,1420564038,877
POP2875LH3,FYL5866L,ATL,HKG,1420565140,1751
PAJ3974RK1,RPG3351U,HND,CAN,1420563569,374
YMH6360YP0,KJR6646J,IAH,BKK,1420565203,1928
JBE2302VO4,GMO5938W,LHR,PEK,1420564317,1057
CYJ0225CH1,XIL3623J,PEK,LAX,1420564414,1302
BWI0520BG6,GMO5938W,LHR,PEK,1420564317,1057
JBE2302VO4,RPG3351U,HND,CAN,1420563569,374
WBE6935NU3,BER7172M,KUL,LAS,1420565167,1848
CKZ3132BR4,TMV7633W,CGK,DXB,1420563958,849
DAZ3029XA0,XIL3623J,PEK,LAX,1420564414,1302
POP2875LH3,VYU9214I,ORD,DXB,1420564716,1510
CKZ3132BR4,VYW5940P,LAS,SIN,1420565203,1843
JBE2302VO4,JVY9791G,PVG,FCO,1420564561,1189
HCA3158QA6,SQU6245R,DEN,FRA,1420564460,1049
HCA3158QA6,KJR6646J,IAH,BKK,1420565203,1928
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
PUD8209OG3,KJR6646J,IAH,BKK,1420565203,1928
XFG5747ZT9,WSK1289Z,CLT,DEN,1420563542,278
EZC9678QI6,VYW5940P,LAS,SIN,1420565203,1843
JBE2302VO4,VDC9164W,FCO,LAS,1420564698,1276
SJD8775RZ4,SOH3431A,ORD,MIA,1420563649,250
ONL0812DH1,TMV7633W,CGK,DXB,1420563958,849
JBE2302VO4,KJR6646J,IAH,BKK,1420565203,1928
CXN7304ER2,VYW5940P,LAS,SIN,1420565203,1843
VZY2993ME1,XIL3623J,PEK,LAX,1420564414,1302
EDV2089LK5,YZO4444S,BKK,MIA,1420565330,2027
DAZ3029XA0,KJR6646J,IAH,BKK,1420565203,1928
WTC9125IE5,TMV7633W,CGK,DXB,1420563958,849
CXN7304ER2,VDC9164W,FCO,LAS,1420564698,1276
SPR4484HA6,RUM0422W,MUC,MAD,1420563539,194
SJD8775RZ4,BER7172M,KUL,LAS,1420565167,1848
HCA3158QA6,JVY9791G,PVG,FCO,1420564561,1189
UES9151GS5,KJR6646J,IAH,BKK,1420565203,1928
WYU2010YH8,WPW9201U,DFW,PEK,1420564869,1452
BWI0520BG6,RUM0422W,MUC,MAD,1420563539,194
CKZ3132BR4,HUR0974O,DEN,PVG,1420564525,1398
SPR4484HA6,WSK1289Z,CLT,DEN,1420563542,278
WTC9125IE5,ULZ8130D,CAN,DFW,1420564983,1683
HCA3158QA6,SQU6245R,DEN,FRA,1420564460,1049
JBE2302VO4,RPG3351U,HND,CAN,1420563569,374
EZC9678QI6,FYL5866L,ATL,HKG,1420565140,1751
HCA3158QA6,TMV7633W,CGK,DXB,1420563958,849
HGO4350KK1,HZT2506M,IAH,AMS,1420564324,1044
WTC9125IE5,XOY7948U,ATL,LHR,1420564038,877
WYU2010YH8,FYL5866L,ATL,HKG,1420565140,1751
BWI0520BG6,VDC9164W,FCO,LAS,1420564698,1276
CKZ3132BR4,QHU1140O,CDG,LAS,1420564498,1133
SPR4484HA6,ATT7791R,AMS,DEN,1420564394,1001
MXU9187YC7,ATT7791R,AMS,DEN,1420564394,1001
VZY2993ME1,WSK1289Z,CLT,DEN,1420563542,278
PUD8209OG3,YZO4444S,BKK,MIA,1420565330,2027
VZY2993ME1,TMV7633W,CGK,DXB,1420563958,849
HGO4350KK1,XOY7948U,ATL,LHR,1420564038,877
EZC9678QI6,MBA8071P,KUL,PEK,1420563856,572
PUD8209OG3,SQU6245R,DEN,FRA,1420564460,1049
VZY2993ME1,WSK1289Z,CLT,DEN,1420563542,278
WBE6935NU3,RPG3351U,HND,CAN,1420563569,374
YMH6360YP0,PME8178S,DEN,PEK,1420564409,1322
PUD8209OG3,KJR6646J,IAH,BKK,1420565203,1928
XFG5747ZT9,SQU6245R,DEN,FRA,1420564460,1049
HGO4350KK1,VYU9214I,ORD,DXB,1420564716,1510
HGO4350KK1,YZO4444S,BKK,MIA,1420565330,2027
POP2875LH3,XOY7948U,ATL,LHR,1420564038,877
CKZ3132BR4,QHU1140O,CDG,LAS,1420564498,1133
SPR4484HA6,BER7172M,KUL,LAS,1420565167,1848
SPR4484HA6,BER7172M,KUL,LAS,1420565167,1848
CKZ3132BR4,XXQ4064B,JFK,FRA,1420563917,802
CXN7304ER2,FYL5866L,ATL,HKG,1420565140,1751
HGO4350KK1,RUM0422W,MUC,MAD,1420563539,194
KKP5277HZ7,VYW5940P,LAS,SIN,1420565203,1843
CYJ0225CH1,DAU2617A,CGK,SFO,1420564986,1811
JBE2302VO4,SOH3431A,ORD,MIA,1420563649,250
VZY2993ME1,EWH6301Y,CAN,DFW,1420564967,1683
IEG9308EA5,GMO5938W,LHR,PEK,1420564317,1057
SPR4484HA6,ULZ8130D,CAN,DFW,1420564983,1683
CXN7304ER2,XOY7948U,ATL,LHR,1420564038,877
IEG9308EA5,TMV7633W,CGK,DXB,1420563958,849
MXU9187YC7,MOO1786A,MAD,FRA,1420563408,184
JJM4724RF7,SOH3431A,ORD,MIA,1420563649,250
JJM4724RF7,GMO5938W,LHR,PEK,1420564317,1057
LLZ3798PE3,VYU9214I,ORD,DXB,1420564716,1510
WYU2010YH8,ULZ8130D,CAN,DFW,1420564983,1683
PAJ3974RK1,BER7172M,KUL,LAS,1420565167,1848
BWI0520BG6,JVY9791G,PVG,FCO,1420564561,1189
PIT2755XC1,ATT7791R,AMS,DEN,1420564394,1001
DAZ3029XA0,VYW5940P,LAS,SIN,1420565203,1843
ONL0812DH1,KJR6646J,IAH,BKK,1420565203,1928
CDC0302NN5,XIL3623J,PEK,LAX,1420564414,1302
POP2875LH3,KJR6646J,IAH,BKK,1420565203,1928
DAZ3029XA0,SOH3431A,ORD,MIA,1420563649,250
WBE6935NU3,JVY9791G,PVG,FCO,1420564561,1189
CDC0302NN5,KJR6646J,IAH,BKK,1420565203,1928
WBE6935NU3,SQU6245R,DEN,FRA,1420564460,1049
IEG9308EA5,SQU6245R,DEN,FRA,1420564460,1049
KKP5277HZ7,SOH3431A,ORD,MIA,1420563649,250
XFG5747ZT9,DKZ3042O,MIA,SFO,1420563927,538
WYU2010YH8,SOH3431A,ORD,MIA,1420563649,250
KKP5277HZ7,VYW5940P,LAS,SIN,1420565203,1843
EDV2089LK5,ATT7791R,AMS,DEN,1420564394,1001
DAZ3029XA0,MBA8071P,KUL,PEK,1420563856,572
JBE2302VO4,VDC9164W,FCO,LAS,1420564698,1276
WBE6935NU3,ATT7791R,AMS,DEN,1420564394,1001
SJD8775RZ4,HZT2506M,IAH,AMS,1420564324,1044
EZC9678QI6,ULZ8130D,CAN,DFW,1420564983,1683
DAZ3029XA0,TMV7633W,CGK,DXB,1420563958,849
VZY2993ME1,ULZ8130D,CAN,DFW,1420564983,1683
HCA3158QA6,FYL5866L,ATL,HKG,1420565140,1751
HCA3158QA6,XOY7948U,ATL,LHR,1420564038,877
WBE6935NU3,GMO5938W,LHR,PEK,1420564317,1057
POP2875LH3,XXQ4064B,JFK,FRA,1420563917,802
CKZ3132BR4,MBA8071P,KUL,PEK,1420563856,572
JJM4724RF7,MBA8071P,KUL,PEK,1420563856,572
ONL0812DH1,MBA8071P,KUL,PEK,1420563856,572
XFG5747ZT9,HUR0974O,DEN,PVG,1420564525,1398
YMH6360YP0,WPW9201U,DFW,PEK,1420564869,1452
LLZ3798PE3,SQU6245R,DEN,FRA,1420564460,1049
XFG5747ZT9,KJR6646J,IAH,BKK,1420565203,1928
IEG9308EA5,MOO1786A,MAD,FRA,1420563408,184
DAZ3029XA0,BER7172M,KUL,LAS,1420565167,1848
POP2875LH3,HZT2506M,IAH,AMS,1420564324,1044
XFG5747ZT9,YZO4444S,BKK,MIA,1420565330,2027
CDC0302NN5,ULZ8130D,CAN,DFW,1420564983,1683
POP2875LH3,RUM0422W,MUC,MAD,1420563539,194
EZC9678QI6,DAU2617A,CGK,SFO,1420564986,1811
EZC9678QI6,WSK1289Z,CLT,DEN,1420563542,278
WBE6935NU3,XOY7948U,ATL,LHR,1420564038,877
WYU2010YH8,FYL5866L,ATL,HKG,1420565140,1751
CKZ3132BR4,WSK1289Z,CLT,DEN,1420563542,278
EDV2089LK5,XIL3623J,PEK,LAX,1420564414,1302
YMH6360YP0,SQU6245R,DEN,FRA,1420564460,1049
WYU2010YH8,BER7172M,KUL,LAS,1420565167,1848
LLZ3798PE3,QHU1140O,CDG,LAS,1420564498,1133
UES9151GS5,XXQ4064B,JFK,FRA,1420563917,802
UES9151GS5,PME8178S,DEN,PEK,1420564409,1322
PUD8209OG3,BER7172M,KUL,LAS,1420565167,1848
JJM4724RF7,YZO4444S,BKK,MIA,1420565330,2027
XFG5747ZT9,FYL5866L,ATL,HKG,1420565140,1751
HGO4350KK1,QHU1140O,CDG,LAS,1420564498,1133
VZY2993ME1,JVY9791G,PVG,FCO,1420564561,1189
JJM4724RF7,HZT2506M,IAH,AMS,1420564324,1044
XFG5747ZT9,FYL5866L,ATL,HKG,1420565140,1751
SJD8775RZ4,QHU1140O,CDG,LAS,1420564498,1133
WBE6935NU3,RUM0422W,MUC,MAD,1420563539,194
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
CDC0302NN5,XXQ4064B,JFK,FRA,1420563917,802
VZY2993ME1,RPG3351U,HND,CAN,1420563569,374
PUD8209OG3,SOH3431A,ORD,MIA,1420563649,250
EZC9678QI6,VYU9214I,ORD,DXB,1420564716,1510
WYU2010YH8,DAU2617A,CGK,SFO,1420564986,1811
MXU9187YC7,DKZ3042O,MIA,SFO,1420563927,538
BWI0520BG6,VYW5940P,LAS,SIN,1420565203,1843
CXN7304ER2,WSK1289Z,CLT,DEN,1420563542,278
WTC9125IE5,TMV7633W,CGK,DXB,1420563958,849
SPR4484HA6,KJR6646J,IAH,BKK,1420565203,1928
EDV2089LK5,VYU9214I,ORD,DXB,1420564716,1510
DAZ3029XA0,VDC9164W,FCO,LAS,1420564698,1276
SPR4484HA6,KJR6646J,IAH,BKK,1420565203,1928
CYJ0225CH1,MBA8071P,KUL,PEK,1420563856,572
KKP5277HZ7,DKZ3042O,MIA,SFO,1420563927,538
SPR4484HA6,KJR6646J,IAH,BKK,1420565203,1928
EZC9678QI6,DKZ3042O,MIA,SFO,1420563927,538
CXN7304ER2,ULZ8130D,CAN,DFW,1420564983,1683
SJD8775RZ4,XXQ4064B,JFK,FRA,1420563917,802
ONL0812DH1,RPG3351U,HND,CAN,1420563569,374
WBE6935NU3,ULZ8130D,CAN,DFW,1420564983,1683
IEG9308EA5,VYU9214I,ORD,DXB,1420564716,1510
JBE2302VO4,ULZ8130D,CAN,DFW,1420564983,1683
BWI0520BG6,HZT2506M,IAH,AMS,1420564324,1044
EZC9678QI6,RUM0422W,MUC,MAD,1420563539,194
DAZ3029XA0,SQU6245R,DEN,FRA,1420564460,1049
EZC9678QI6,RUM0422W,MUC,MAD,1420563539,194
HGO4350KK1,WSK1289Z,CLT,DEN,1420563542,278
SJD8775RZ4,XXQ4064B,JFK,FRA,1420563917,802
WYU2010YH8,TMV7633W,CGK,DXB,1420563958,849
EZC9678QI6,ATT7791R,AMS,DEN,1420564394,1001
EZC9678QI6,EWH6301Y,CAN,DFW,1420564967,1683
DAZ3029XA0,XXQ4064B,JFK,FRA,1420563917,802
SPR4484HA6,VDC9164W,FCO,LAS,1420564698,1276
EZC9678QI6,HZT2506M,IAH,AMS,1420564324,1044
SPR4484HA6,XOY7948U,ATL,LHR,1420564038,877
CDC0302NN5,HZT2506M,IAH,AMS,1420564324,1044
JJM4724RF7,WSK1289Z,CLT,DEN,1420563542,278
POP2875LH3,JVY9791G,PVG,FCO,1420564561,1189
WBE6935NU3,VYU9214I,ORD,DXB,1420564716,1510
CDC0302NN5,WSK1289Z,CLT,DEN,1420563542,278
CXN7304ER2,GMO5938W,LHR,PEK,1420564317,1057
EDV2089LK5,KJR6646J,IAH,BKK,1420565203,1928
PAJ3974RK1,GMO5938W,LHR,PEK,1420564317,1057
BWI0520BG6,VYW5940P,LAS,SIN,1420565203,1843
HGO4350KK1,SOH3431A,ORD,MIA,1420563649,250
SPR4484HA6,JVY9791G,PVG,FCO,1420564561,1189
BWI0520BG6,JVY9791G,PVG,FCO,1420564561,1189
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
SPR4484HA6,YZO4444S,BKK,MIA,1420565330,2027
CDC0302NN5,PME8178S,DEN,PEK,1420564409,1322
WTC9125IE5,XIL3623J,PEK,LAX,1420564414,1302
JJM4724RF7,VYW5940P,LAS,SIN,1420565203,1843
DAZ3029XA0,YZO4444S,BKK,MIA,1420565330,2027
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
PUD8209OG3,ULZ8130D,CAN,DFW,1420564983,1683
LLZ3798PE3,TMV7633W,CGK,DXB,1420563958,849
ONL0812DH1,KJR6646J,IAH,BKK,1420565203,1928
VZY2993ME1,EWH6301Y,CAN,DFW,1420564967,1683
YMH6360YP0,XIL3623J,PEK,LAX,1420564414,1302
WYU2010YH8,XIL3623J,PEK,LAX,1420564414,1302
YMH6360YP0,ATT7791R,AMS,DEN,1420564394,1001
MXU9187YC7,DAU2617A,CGK,SFO,1420564986,1811
PAJ3974RK1,MBA8071P,KUL,PEK,1420563856,572
WYU2010YH8,WSK1289Z,CLT,DEN,1420563542,278
